i,ÀÌ¸§, ÄÚµå, °Å·¡¼Ò, koscom_day, naver_day
1225,00659,00659.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1226,02188,02188.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1227,00154,00154.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1228,00622,00622.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1229,01177,01177.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1230,01168,01168.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1231,00027,00027.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1232,00865,00865.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1233,00188,00188.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1234,00232,00232.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1235,00332,00332.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1236,00941,00941.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1237,00902,00902.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1238,00338,00338.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1239,00386,00386.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1240,01171,01171.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1241,00762,00762.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1242,02388,02388.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1243,00472,00472.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1244,00343,00343.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1245,00251,00251.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1246,00500,00500.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1247,00601,00601.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1248,00993,00993.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1249,00202,00202.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1250,00214,00214.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1251,00130,00130.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1252,00128,00128.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1253,00934,00934.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1254,00858,00858.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1255,01443,01443.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1256,00668,00668.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1257,00385,00385.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1258,00297,00297.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1259,00292,00292.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1260,08325,08325.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1261,00377,00377.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1262,01104,01104.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1263,00241,00241.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1264,00375,00375.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1265,00455,00455.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1266,00176,00176.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1267,01118,01118.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1268,00888,00888.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1269,01180,01180.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1270,02369,02369.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1271,00021,00021.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1272,00408,00408.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1273,00915,00915.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1274,00182,00182.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1275,01159,01159.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1276,00687,00687.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1277,00075,00075.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1278,01189,01189.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1279,00704,00704.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1280,01173,01173.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1281,00132,00132.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1282,00094,00094.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1283,00333,00333.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1284,00271,00271.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1285,00252,00252.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1286,00070,00070.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1287,01126,01126.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1288,00197,00197.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1289,00351,00351.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1290,00611,00611.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1291,00768,00768.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1292,00225,00225.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1293,00205,00205.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1294,00508,00508.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1295,00266,00266.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1296,01193,01193.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1297,00184,00184.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1298,00557,00557.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1299,00191,00191.HK,È«Äá °Å·¡¼Ò,20230131,20230131
1300,01184,01184.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1301,01164,01164.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1302,01033,01033.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1303,00635,00635.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1304,00273,00273.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1305,00147,00147.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1306,00498,00498.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1307,00990,00990.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1308,02088,02088.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1309,00230,00230.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1310,00397,00397.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1311,01037,01037.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1312,01373,01373.HK,È«Äá °Å·¡¼Ò,20221031,20221031
1313,00620,00620.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1314,00031,00031.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1315,06858,06858.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1316,02600,02600.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1317,00931,00931.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1318,01075,01075.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1319,00264,00264.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1320,00169,00169.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1321,00384,00384.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1322,00362,00362.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1323,00907,00907.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1324,01076,01076.HK,È«Äá °Å·¡¼Ò,20211231,20211231
1325,00927,00927.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1326,00274,00274.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1327,00702,00702.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1328,01211,01211.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1329,00655,00655.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1330,03848,03848.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1331,02883,02883.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1332,00728,00728.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1333,00357,00357.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1334,02488,02488.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1335,00598,00598.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1336,02119,02119.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1337,00166,00166.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1338,08011,08011.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1339,00268,00268.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1340,01100,01100.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1341,01172,01172.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1342,00157,00157.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1343,01207,01207.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1344,00912,00912.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1345,01094,01094.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1346,02323,02323.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1347,00204,00204.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1348,01001,01001.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1349,01161,01161.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1350,02688,02688.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1351,01198,01198.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1352,06113,06113.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1353,00265,00265.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1354,00697,00697.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1355,00229,00229.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1356,02007,02007.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1357,08081,08081.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1358,00173,00173.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1359,00093,00093.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1360,00723,00723.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1361,01459,01459.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1362,00078,00078.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1363,00943,00943.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1365,00718,00718.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1366,02327,02327.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1367,01385,01385.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1368,00260,00260.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1369,00720,00720.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1370,02330,02330.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1371,08153,08153.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1372,00276,00276.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1373,01079,01079.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1374,00372,00372.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1375,00211,00211.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1377,08001,08001.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1378,00209,00209.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1379,00645,00645.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1380,00361,00361.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1381,00034,00034.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1382,02317,02317.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1383,02310,02310.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1384,02342,02342.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1385,02348,02348.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1386,08246,08246.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1387,00223,00223.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1388,00348,00348.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1389,01223,01223.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1390,02349,02349.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1391,08106,08106.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1392,00737,00737.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1393,00778,00778.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1394,02698,02698.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1395,08156,08156.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1396,02328,02328.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1397,02339,02339.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1398,02320,02320.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1399,02314,02314.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1400,00175,00175.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1401,00836,00836.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1402,00653,00653.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1403,02218,02218.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1404,02357,02357.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1405,08227,08227.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1406,00607,00607.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1407,00565,00565.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1408,02899,02899.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1409,02333,02333.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1411,01029,01029.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1412,00981,00981.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1413,02389,02389.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1414,08045,08045.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1415,00102,00102.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1416,00106,00106.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1417,01049,01049.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1418,01051,01051.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1419,01058,01058.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1420,01060,01060.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1421,01062,01062.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1422,02380,02380.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1423,01064,01064.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1424,01130,01130.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1425,01132,01132.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1426,01185,01185.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1427,02666,02666.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1428,01203,01203.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1429,01208,01208.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1430,01218,01218.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1431,00139,00139.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1432,02362,02362.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1433,00259,00259.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1434,00261,00261.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1435,00326,00326.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1436,00336,00336.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1437,00340,00340.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1438,00370,00370.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1439,00374,00374.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1440,00476,00476.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1441,00512,00512.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1442,00533,00533.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1443,00563,00563.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1444,00575,00575.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1445,00059,00059.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1447,00617,00617.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1448,00630,00630.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1449,00661,00661.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1450,00663,00663.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1451,00665,00665.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1452,00679,00679.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1453,00680,00680.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1454,00689,00689.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1455,00713,00713.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1456,00725,00725.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1457,00730,00730.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1458,00759,00759.HK,È«Äá °Å·¡¼Ò,20221031,20221031
1459,00767,00767.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1460,00079,00079.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1461,08041,08041.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1462,00878,00878.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1463,00918,00918.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1464,00922,00922.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1465,00985,00985.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1466,00986,00986.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1467,00988,00988.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1468,08078,08078.HK,È«Äá °Å·¡¼Ò,20220331,20220331
1469,08048,08048.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1470,08092,08092.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1471,08050,08050.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1472,08128,08128.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1473,01002,01002.HK,È«Äá °Å·¡¼Ò,20230131,20230131
1474,08066,08066.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1475,00022,00022.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1476,00159,00159.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1477,00355,00355.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1478,00026,00026.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1479,00487,00487.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1480,00216,00216.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1481,00037,00037.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1482,00180,00180.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1483,00194,00194.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1484,00571,00571.HK,È«Äá °Å·¡¼Ò,20230131,20230131
1485,00366,00366.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1486,00257,00257.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1487,01627,01627.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1488,00217,00217.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1489,00218,00218.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1490,00235,00235.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1491,00535,00535.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1493,00521,00521.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1494,00289,00289.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1495,00099,00099.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1496,00111,00111.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1497,00413,00413.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1498,00464,00464.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1499,02280,02280.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1500,02338,02338.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1501,02878,02878.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1502,01192,01192.HK,È«Äá °Å·¡¼Ò,20200630,20200630
1503,00581,00581.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1504,00081,00081.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1505,00299,00299.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1506,02866,02866.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1507,00700,00700.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1508,02312,02312.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1509,02318,02318.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1510,00493,00493.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1511,02319,02319.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1512,02343,02343.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1513,08123,08123.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1514,02331,02331.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1515,01298,01298.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1516,00733,00733.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1517,02186,02186.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1518,00568,00568.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1519,00827,00827.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1520,00200,00200.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1521,02368,02368.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1522,01194,01194.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1523,02307,02307.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1524,00753,00753.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1525,00686,00686.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1526,01000,01000.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1527,00929,00929.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1528,02355,02355.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1529,00210,00210.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1530,02038,02038.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1531,00612,00612.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1532,00628,00628.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1533,02877,02877.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1534,00438,00438.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1535,00089,00089.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1536,00116,00116.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1538,01009,01009.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1539,00600,00600.HK,È«Äá °Å·¡¼Ò,20211231,20211231
1540,00675,00675.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1541,00660,00660.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1542,00828,00828.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1543,00755,00755.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1544,01201,01201.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1545,00681,00681.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1546,00632,00632.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1547,00673,00673.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1548,00412,00412.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1550,00763,00763.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1551,00234,00234.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1552,00764,00764.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1553,08173,08173.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1554,03886,03886.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1555,00065,00065.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1556,02326,02326.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1557,01003,01003.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1558,02099,02099.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1559,00318,00318.HK,È«Äá °Å·¡¼Ò,20221031,20221031
1560,00417,00417.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1561,01061,01061.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1562,00371,00371.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1563,00802,00802.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1564,00108,00108.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1565,00901,00901.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1567,08239,08239.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1568,00376,00376.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1569,00639,00639.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1570,00726,00726.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1571,00868,00868.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1572,02882,02882.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1573,00904,00904.HK,È«Äá °Å·¡¼Ò,20211031,20211031
1574,00952,00952.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1575,01088,01088.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1576,08082,08082.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1577,00959,00959.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1578,08211,08211.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1579,02678,02678.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1580,01005,01005.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1581,02341,02341.HK,È«Äá °Å·¡¼Ò,20211231,20211231
1582,00859,00859.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1583,08159,08159.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1584,00212,00212.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1585,00950,00950.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1586,02727,02727.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1587,00277,00277.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1588,08186,08186.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1589,00898,00898.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1590,01099,01099.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1591,08007,08007.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1592,08019,08019.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1593,00201,00201.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1594,00298,00298.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1595,00703,00703.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1596,00219,00219.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1597,08111,08111.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1598,01195,01195.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1599,08220,08220.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1600,01160,01160.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1601,08126,08126.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1602,03328,03328.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1603,01102,01102.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1604,03300,03300.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1605,01124,01124.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1606,00724,00724.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1607,02336,02336.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1608,08198,08198.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1609,02358,02358.HK,È«Äá °Å·¡¼Ò,20221231,20221231
