i,이름, 코드, 거래소, koscom_day, naver_day
35,센트럴컨테이너,VSM.HN,하노이 거래소,20230331,20230331
36,베트남 증권,VCI.HM,호치민 거래소,20230331,20230331
37,타이닌관광,TTT.HN,하노이 거래소,20230331,20230331
38,트라코디,TCD.HM,호치민 거래소,20221231,20221231
39,탄남그룹,TNI.HM,호치민 거래소,20230331,20230331
40,깜란국제공항,CIA.HN,하노이 거래소,20230331,20230331
41,비엣젯항공,VJC.HM,호치민 거래소,20230331,20230331
42,사이공 화물,SCS.HM,호치민 거래소,20230331,20230331
43,빈즈엉상수도환경개발,BWE.HM,호치민 거래소,20230331,20230331
44,캉민벽돌,GKM.HN,하노이 거래소,20230331,20230331
45,송홍알루미늄,NSH.HN,하노이 거래소,20230331,20230331
46,베트남해운,VOS.HM,호치민 거래소,20230331,20230331
47,FPT 증권,FTS.HM,호치민 거래소,20230331,20230331
48,비디파제약,VDP.HM,호치민 거래소,20230331,20230331
49,파레플라스틱,PLP.HM,호치민 거래소,20230331,20230331
50,1369건설,C69.HN,하노이 거래소,20230331,20230331
51,비나코민 북부 석탄,TMB.HN,하노이 거래소,20230331,20230331
52,미엔쭝전력,SEB.HN,하노이 거래소,20230331,20230331
53,에고 베트남 투자,HKT.HN,하노이 거래소,20230331,20230331
54,HTC 홀딩스 JSC,CET.HN,하노이 거래소,20230331,20230331
55,항싼자동차서비스,HAX.HM,호치민 거래소,20230331,20230331
56,내륙수로개발관리,DS3.HN,하노이 거래소,20221231,20221231
57,베트남 우정 연합 은행,LPB.HM,호치민 거래소,20230331,20230331
58,메린제철,MEL.HN,하노이 거래소,20230331,20230331
59,하이안운송하역,HAH.HM,호치민 거래소,20221231,20221231
60,빈꼼리테일,VRE.HM,호치민 거래소,20230331,20230331
61,투자산업발전 JSC,BCM.HM,호치민 거래소,20230331,20230331
62,탕롱도시개발,TLD.HM,호치민 거래소,20230331,20230331
63,IDICO 건설,IDC.HN,하노이 거래소,20230331,20230331
64,BOS증권,ART.HN,하노이 거래소,20211231,20211231
65,비에텔 건설,CTR.HM,호치민 거래소,20230331,20230331
66,반푸투자,VPI.HM,호치민 거래소,20230331,20230331
67,탄닷개발투자,DTD.HN,하노이 거래소,20230331,20230331
68,타세코항공서비스,AST.HM,호치민 거래소,20230331,20230331
69,에버레스트 증권,EVS.HN,하노이 거래소,20221231,20221231
70,끼엔훙,KHS.HN,하노이 거래소,20230331,20230331
71,제4전기건설,VE4.HN,하노이 거래소,20230331,20230331
72,탕롱,TTL.HN,하노이 거래소,20230331,20230331
73,다낭주택투자,NDN.HN,하노이 거래소,20230331,20230331
74,페트로베트남 전력공사,POW.HM,호치민 거래소,20230331,20230331
